$m$;4,120959332
$b$;-0,06468475555
$r$;0,04386808962
$d$;0,36290025
;
$\Delta m$;0,1099463275
$\varepsilon g$;0,02667978949
;
$g_0$;9,579909536
$\Delta g$;0,2555899698
